time,gFx,gFy,gFz,TgF
5.631052,0.9986,-0.0256,0.0469,1.000
5.633412,0.9977,-0.0231,0.0459,0.999
5.637093,0.9957,-0.0202,0.0469,0.997
5.643455,0.9879,-0.0114,0.0531,0.989
5.643830,0.9820,-0.0061,0.0579,0.984
5.644031,0.9839,-0.0080,0.0594,0.986
5.645298,0.9913,-0.0163,0.0600,0.993
5.648397,1.0020,-0.0236,0.0567,1.004
5.649847,1.0059,-0.0324,0.0538,1.008
5.653933,1.0055,-0.0362,0.0534,1.008
5.654643,1.0069,-0.0377,0.0568,1.009
5.657716,1.0030,-0.0372,0.0597,1.005
5.660828,1.0025,-0.0357,0.0656,1.005
5.661677,0.9990,-0.0342,0.0709,1.002
5.664689,0.9980,-0.0303,0.0753,1.001
5.666707,0.9980,-0.0283,0.0786,1.001
5.670603,0.9955,-0.0244,0.0835,0.999
5.672072,0.9965,-0.0230,0.0869,1.001
5.673818,0.9930,-0.0215,0.0913,0.997
5.677133,0.9940,-0.0210,0.0888,0.998
5.678317,0.9916,-0.0210,0.0888,0.996
5.682675,0.9935,-0.0220,0.0888,0.998
5.683446,0.9940,-0.0239,0.0898,0.998
5.686884,0.9955,-0.0264,0.0894,1.000
5.688080,0.9980,-0.0288,0.0874,1.002
5.691577,0.9989,-0.0302,0.0869,1.003
5.692892,1.0009,-0.0302,0.0870,1.005
5.696605,1.0004,-0.0307,0.0865,1.005
5.698548,1.0013,-0.0302,0.0880,1.006
5.699819,1.0013,-0.0288,0.0889,1.006
5.703286,1.0003,-0.0268,0.0908,1.005
5.706351,1.0003,-0.0253,0.0899,1.005
5.706991,0.9979,-0.0248,0.0908,1.002
5.709654,0.9989,-0.0253,0.0903,1.003
5.713471,0.9989,-0.0258,0.0923,1.003
5.721425,0.9984,-0.0268,0.0952,1.003
5.721973,0.9969,-0.0258,0.0957,1.002
5.722151,0.9969,-0.0273,0.0977,1.002
5.722320,0.9969,-0.0283,0.0991,1.002
5.723703,0.9964,-0.0287,0.1040,1.002
5.726347,0.9969,-0.0302,0.1074,1.003
5.728968,0.9958,-0.0297,0.1118,1.003
5.731522,0.9973,-0.0306,0.1123,1.004
5.733345,0.9963,-0.0306,0.1148,1.003
5.737460,0.9968,-0.0311,0.1123,1.004
5.738196,0.9958,-0.0306,0.1128,1.003
5.740923,0.9958,-0.0297,0.1118,1.003
5.743548,0.9949,-0.0311,0.1128,1.002
5.745179,0.9949,-0.0282,0.1098,1.001
5.748380,0.9949,-0.0287,0.1064,1.001
5.751782,0.9969,-0.0277,0.1040,1.003
5.752912,0.9954,-0.0278,0.1011,1.001
5.755999,0.9955,-0.0268,0.0986,1.001
5.757120,0.9925,-0.0268,0.0957,0.997
5.760595,0.9926,-0.0259,0.0893,0.997
5.761897,0.9940,-0.0249,0.0898,0.998
5.766019,0.9945,-0.0259,0.0888,0.999
5.766656,0.9931,-0.0239,0.0878,0.997
5.770740,0.9921,-0.0220,0.0854,0.996
5.771713,0.9936,-0.0244,0.0815,0.997
5.774374,0.9926,-0.0234,0.0805,0.996
5.778020,0.9931,-0.0249,0.0805,0.997
5.778348,0.9945,-0.0254,0.0825,0.998
5.781676,0.9975,-0.0269,0.0835,1.001
5.783554,0.9970,-0.0264,0.0850,1.001
5.785609,0.9975,-0.0269,0.0879,1.002
5.789906,0.9984,-0.0278,0.0908,1.003
5.790300,0.9989,-0.0278,0.0952,1.004
5.793911,0.9984,-0.0288,0.0967,1.003
5.795178,0.9988,-0.0282,0.1006,1.004
5.798117,0.9969,-0.0306,0.1045,1.003
5.802168,0.9964,-0.0326,0.1074,1.003
5.802529,0.9954,-0.0350,0.1074,1.002
5.806221,0.9930,-0.0379,0.1133,1.000
5.807105,0.9949,-0.0393,0.1211,1.003
5.809923,0.9967,-0.0383,0.1270,1.006
5.812555,1.0002,-0.0388,0.1290,1.009
5.823384,1.0041,-0.0427,0.1285,1.013
5.824091,1.0085,-0.0427,0.1295,1.018
5.824418,1.0128,-0.0456,0.1315,1.022
5.824648,1.0133,-0.0436,0.1305,1.023
5.824847,1.0113,-0.0432,0.1290,1.020
5.826269,1.0119,-0.0417,0.1251,1.020
5.829884,1.0129,-0.0408,0.1193,1.021
5.831803,1.0124,-0.0359,0.1168,1.020
5.833438,1.0133,-0.0311,0.1119,1.020
5.836871,1.0183,-0.0316,0.1046,1.024
5.838104,1.0222,-0.0360,0.0988,1.028
5.841135,1.0193,-0.0331,0.0983,1.025
5.842989,1.0163,-0.0297,0.0993,1.022
5.846191,1.0144,-0.0277,0.1011,1.020
5.848182,1.0164,-0.0277,0.0963,1.021
5.849932,1.0184,-0.0302,0.0924,1.023
5.853535,1.0203,-0.0302,0.0910,1.025
5.855723,1.0193,-0.0327,0.0885,1.024
5.858607,1.0121,-0.0297,0.0885,1.016
5.859722,1.0067,-0.0239,0.0874,1.011
5.862998,0.9989,-0.0195,0.0927,1.003
5.864983,0.9959,-0.0137,0.0961,1.001
5.866638,0.9944,-0.0121,0.1024,1.000
5.870228,0.9925,-0.0121,0.1058,0.998
5.872289,0.9905,-0.0131,0.1102,0.997
5.873868,0.9875,-0.0126,0.1107,0.994
5.877299,0.9875,-0.0165,0.1160,0.994
5.878441,0.9846,-0.0175,0.1180,0.992
5.881205,0.9856,-0.0184,0.1199,0.993
5.884376,0.9856,-0.0194,0.1166,0.993
5.885668,0.9861,-0.0248,0.1107,0.993
5.889488,0.9876,-0.0268,0.1040,0.993
5.890336,0.9872,-0.0258,0.1015,0.993
5.893283,0.9847,-0.0229,0.1029,0.990
5.896421,0.9828,-0.0175,0.1033,0.988
5.898303,0.9788,-0.0132,0.1047,0.984
5.899881,0.9740,-0.0073,0.1042,0.980
5.904229,0.9700,-0.0029,0.1081,0.976
5.904795,0.9685,-0.0015,0.1066,0.974
5.908296,0.9661,0.0004,0.1071,0.972
5.909754,0.9657,0.0004,0.1051,0.971
5.913373,0.9667,-0.0010,0.1022,0.972
5.921122,0.9652,-0.0020,0.1017,0.971
5.921748,0.9648,-0.0040,0.0973,0.970
5.921923,0.9648,-0.0040,0.0939,0.969
5.922119,0.9628,-0.0035,0.0944,0.967
5.925096,0.9623,-0.0045,0.0939,0.967
5.926413,0.9618,-0.0054,0.0910,0.966
5.929124,0.9614,-0.0084,0.0920,0.966
5.931907,0.9648,-0.0084,0.0910,0.969
5.933879,0.9657,-0.0089,0.0905,0.970
5.937417,0.9677,-0.0108,0.0939,0.972
5.938121,0.9711,-0.0127,0.0955,0.976
5.941247,0.9745,-0.0122,0.0984,0.979
5.942887,0.9784,-0.0146,0.1014,0.984
5.945517,0.9837,-0.0161,0.1058,0.989
5.948181,0.9871,-0.0175,0.1117,0.994
5.951656,0.9919,-0.0189,0.1161,0.999
5.953028,0.9963,-0.0175,0.1224,1.004
5.955318,0.9982,-0.0174,0.1259,1.006
5.957911,0.9996,-0.0179,0.1283,1.008
5.960538,1.0006,-0.0174,0.1317,1.009
5.961901,0.9972,-0.0178,0.1361,1.007
5.964844,0.9952,-0.0159,0.1371,1.005
5.968236,0.9971,-0.0159,0.1400,1.007
5.969646,0.9952,-0.0149,0.1405,1.005
5.972898,0.9966,-0.0159,0.1405,1.007
5.973947,0.9966,-0.0178,0.1405,1.007
5.977321,0.9966,-0.0178,0.1425,1.007
5.978589,0.9966,-0.0183,0.1444,1.007
5.981151,0.9981,-0.0183,0.1449,1.009
5.987263,0.9956,-0.0178,0.1459,1.006
5.987716,0.9932,-0.0178,0.1468,1.004
5.988104,0.9952,-0.0168,0.1444,1.006
5.991544,0.9961,-0.0168,0.1444,1.007
5.993082,0.9947,-0.0139,0.1444,1.005
5.995480,0.9942,-0.0134,0.1453,1.005
6.004229,0.9961,-0.0125,0.1449,1.007
6.004743,0.9961,-0.0129,0.1424,1.006
6.004906,0.9952,-0.0139,0.1419,1.005
6.005044,0.9947,-0.0139,0.1419,1.005
6.007738,0.9976,-0.0144,0.1400,1.007
6.010312,0.9966,-0.0145,0.1381,1.006
6.013464,0.9976,-0.0145,0.1371,1.007
6.015514,0.9972,-0.0145,0.1361,1.007
6.016920,0.9977,-0.0120,0.1332,1.007
6.020271,0.9962,-0.0106,0.1331,1.005
6.021561,0.9957,-0.0082,0.1302,1.004
6.025157,0.9952,-0.0086,0.1312,1.004
6.026605,0.9962,-0.0082,0.1292,1.005
6.029401,0.9962,-0.0043,0.1268,1.004
6.031802,0.9952,-0.0057,0.1239,1.003
6.033428,0.9948,-0.0062,0.1229,1.002
6.037487,0.9948,-0.0077,0.1204,1.002
6.038510,0.9938,-0.0101,0.1209,1.001
6.041619,0.9933,-0.0077,0.1199,1.001
6.044124,0.9923,-0.0106,0.1199,1.000
6.045356,0.9919,-0.0096,0.1214,0.999
6.047808,0.9923,-0.0087,0.1219,1.000
6.051389,0.9909,-0.0092,0.1243,0.999
6.052951,0.9914,-0.0092,0.1263,0.999
6.055489,0.9899,-0.0087,0.1268,0.998
6.057224,0.9889,-0.0087,0.1316,0.998
6.060888,0.9898,-0.0086,0.1326,0.999
6.061766,0.9894,-0.0110,0.1351,0.999
6.064553,0.9894,-0.0120,0.1346,0.999
6.067896,0.9903,-0.0110,0.1365,1.000
6.069179,0.9913,-0.0110,0.1400,1.001
6.072729,0.9913,-0.0115,0.1395,1.001
6.073882,0.9908,-0.0130,0.1405,1.001
6.078145,0.9889,-0.0120,0.1405,0.999
6.078561,0.9894,-0.0120,0.1395,0.999
6.081889,0.9889,-0.0125,0.1409,0.999
6.083379,0.9913,-0.0140,0.1405,1.001
6.087713,0.9903,-0.0154,0.1419,1.001
6.088136,0.9903,-0.0149,0.1405,1.000
6.092294,0.9894,-0.0159,0.1405,0.999
6.093221,0.9913,-0.0134,0.1414,1.001
6.096398,0.9937,-0.0144,0.1424,1.004
6.106600,0.9942,-0.0144,0.1458,1.005
6.107301,0.9942,-0.0105,0.1434,1.005
6.107505,0.9942,-0.0106,0.1424,1.004
6.107805,0.9937,-0.0110,0.1400,1.004
6.108001,0.9942,-0.0110,0.1390,1.004
6.110895,0.9966,-0.0135,0.1386,1.006
6.112592,0.9977,-0.0135,0.1356,1.007
6.115058,0.9976,-0.0140,0.1366,1.007
6.116828,0.9966,-0.0150,0.1376,1.006
6.120230,0.9947,-0.0135,0.1390,1.004
6.122234,0.9938,-0.0145,0.1370,1.003
6.125757,0.9918,-0.0135,0.1365,1.001
6.126705,0.9903,-0.0120,0.1361,1.000
6.129901,0.9884,-0.0110,0.1365,0.998
6.131847,0.9889,-0.0115,0.1375,0.998
6.133574,0.9859,-0.0135,0.1380,0.996
6.136896,0.9864,-0.0115,0.1365,0.996
6.138860,0.9864,-0.0140,0.1361,0.996
6.140497,0.9864,-0.0179,0.1361,0.996
6.143660,0.9864,-0.0188,0.1409,0.997
6.145598,0.9888,-0.0198,0.1458,1.000
6.147854,0.9908,-0.0231,0.1533,1.003
6.151439,0.9922,-0.0241,0.1552,1.005
6.154656,0.9931,-0.0245,0.1611,1.006
6.154981,0.9955,-0.0274,0.1684,1.010
6.159450,0.9980,-0.0298,0.1729,1.013
6.159781,1.0028,-0.0284,0.1748,1.018
6.163307,1.0047,-0.0342,0.1778,1.021
6.165199,1.0052,-0.0322,0.1763,1.021
6.166714,1.0028,-0.0298,0.1773,1.019
6.170544,1.0008,-0.0278,0.1807,1.017
6.171829,1.0037,-0.0303,0.1870,1.021
6.175486,1.0080,-0.0355,0.2022,1.029
6.176267,1.0211,-0.0427,0.2165,1.045
6.180055,1.0299,-0.0432,0.2126,1.052
6.182415,1.0358,-0.0457,0.2088,1.058
6.183425,1.0348,-0.0429,0.1946,1.054
6.188168,1.0315,-0.0419,0.1887,1.049
6.188533,1.0305,-0.0385,0.1804,1.047
6.191600,1.0306,-0.0361,0.1765,1.046
6.193184,1.0310,-0.0346,0.1804,1.047
6.196570,1.0325,-0.0308,0.1750,1.048
6.198443,1.0228,-0.0250,0.1603,1.036
6.201993,1.0195,-0.0183,0.1402,1.029
6.202414,1.0230,-0.0164,0.1304,1.031
6.205736,1.0279,-0.0145,0.1265,1.036
6.209168,1.0293,-0.0086,0.1216,1.037
6.209544,1.0201,-0.0034,0.1113,1.026
6.213181,1.0056,0.0010,0.1019,1.011
6.221929,1.0056,0.0048,0.0965,1.010
6.222524,1.0071,0.0082,0.0936,1.011
6.222720,1.0022,0.0048,0.0911,1.006
6.222902,0.9900,0.0024,0.0935,0.994
6.223913,0.9842,0.0019,0.0950,0.989
6.227948,0.9745,0.0018,0.0915,0.979
6.228604,0.9624,0.0052,0.0860,0.966
6.231891,0.9497,0.0067,0.0855,0.954
6.233758,0.9400,0.0057,0.0859,0.944
6.237061,0.9311,0.0047,0.0859,0.935
6.238309,0.9228,0.0042,0.0912,0.927
6.242059,0.9155,0.0028,0.1024,0.921
6.243767,0.9140,-0.0025,0.1097,0.921
6.245343,0.9091,-0.0049,0.1170,0.917
6.248057,0.9013,-0.0054,0.1233,0.910
6.251798,0.8925,-0.0049,0.1286,0.902
6.252510,0.8788,-0.0010,0.1368,0.889
6.255738,0.8690,0.0049,0.1421,0.881
6.258609,0.8593,0.0098,0.1483,0.872
6.259672,0.8505,0.0136,0.1522,0.864
6.263097,0.8387,0.0253,0.1594,0.854
6.264959,0.8445,0.0215,0.1702,0.862
6.268314,0.8568,0.0089,0.1630,0.872
6.269699,0.8666,0.0000,0.1450,0.879
6.272607,0.8711,-0.0069,0.1285,0.881
6.273943,0.8770,-0.0162,0.1101,0.884
6.277274,0.8825,-0.0221,0.0946,0.888
6.278608,0.8875,-0.0270,0.0795,0.891
6.281264,0.8939,-0.0309,0.0649,0.897
6.285001,0.8998,-0.0349,0.0557,0.902
6.286021,0.9071,-0.0378,0.0479,0.909
6.289211,0.9135,-0.0427,0.0441,0.916
6.290780,0.9174,-0.0413,0.0461,0.919
6.293892,0.9251,-0.0422,0.0490,0.927
6.305233,0.9271,-0.0427,0.0505,0.929
6.305930,0.9315,-0.0407,0.0466,0.934
6.306148,0.9349,-0.0393,0.0374,0.936
6.306346,0.9380,-0.0379,0.0222,0.939
6.306578,0.9415,-0.0389,0.0042,0.942
6.309701,0.9484,-0.0400,-0.0133,0.949
6.310053,0.9548,-0.0405,-0.0275,0.956
6.314062,0.9685,-0.0430,-0.0405,0.970
6.315006,0.9846,-0.0406,-0.0463,0.987
6.318242,1.0002,-0.0382,-0.0560,1.003
6.319493,1.0036,-0.0358,-0.0594,1.006
6.322874,1.0046,-0.0333,-0.0491,1.006
6.325742,1.0059,-0.0303,-0.0331,1.007
6.326473,1.0068,-0.0249,-0.0219,1.007
6.329527,1.0053,-0.0200,-0.0151,1.006
6.332037,1.0019,-0.0137,-0.0107,1.002
6.333606,0.9999,-0.0107,-0.0103,1.000
6.337748,1.0014,-0.0083,-0.0089,1.001
6.338570,0.9994,-0.0063,-0.0089,0.999
6.342336,0.9994,-0.0063,-0.0098,0.999
6.343222,0.9960,-0.0078,-0.0084,0.996
6.346890,0.9936,-0.0161,-0.0123,0.994
6.348939,0.9931,-0.0249,-0.0142,0.994
6.350392,0.9883,-0.0317,-0.0117,0.989
6.353977,0.9722,-0.0404,-0.0063,0.973
6.355218,0.9508,-0.0477,-0.0001,0.952
6.357719,0.9225,-0.0540,0.0100,0.924
6.360860,0.8889,-0.0560,0.0167,0.891
6.362170,0.8553,-0.0560,0.0292,0.858
6.366434,0.8260,-0.0584,0.0388,0.829
6.367038,0.7982,-0.0613,0.0465,0.802
6.371690,0.7777,-0.0633,0.0469,0.782
6.372066,0.7622,-0.0677,0.0488,0.767
6.376894,0.7505,-0.0721,0.0463,0.755
6.377247,0.7423,-0.0760,0.0433,0.747
6.378660,0.7330,-0.0805,0.0375,0.738
6.381721,0.7234,-0.0849,0.0256,0.729
6.383423,0.7152,-0.0928,0.0125,0.721
6.388049,0.7050,-0.1016,0.0110,0.712
6.388491,0.6957,-0.1123,0.0145,0.705
6.391902,0.6879,-0.1264,0.0228,0.700
6.393128,0.6767,-0.1361,0.0335,0.691
6.396878,0.6679,-0.1472,0.0438,0.685
6.407174,0.6596,-0.1574,0.0546,0.680
6.408075,0.6596,-0.1660,0.0664,0.683
6.408354,0.6614,-0.1733,0.0762,0.688
6.408562,0.6702,-0.1786,0.0841,0.699
6.408866,0.6765,-0.1815,0.0807,0.705
6.409951,0.6863,-0.1878,0.0832,0.716
6.412754,0.7073,-0.1956,0.0746,0.738
6.416020,0.7205,-0.2035,0.0708,0.752
6.417040,0.7279,-0.2103,0.0660,0.760
6.420903,0.7337,-0.2152,0.0651,0.767
6.421829,0.7459,-0.2234,0.0648,0.781
6.425544,0.7600,-0.2287,0.0697,0.797
6.426452,0.7779,-0.2296,0.0835,0.815
6.430277,0.8031,-0.2334,0.1012,0.842
6.432372,0.8226,-0.2386,0.1145,0.864
6.434077,0.8396,-0.2381,0.1205,0.881
6.437368,0.8546,-0.2425,0.1231,0.897
6.438694,0.8658,-0.2458,0.1285,0.909
6.441911,0.8785,-0.2506,0.1290,0.923
6.443313,0.8829,-0.2594,0.1287,0.929
6.447100,0.8863,-0.2711,0.1258,0.935
6.448510,0.8820,-0.2848,0.1151,0.934
6.451680,0.8681,-0.3000,0.0966,0.924
6.452696,0.8512,-0.3201,0.0742,0.912
6.455538,0.8296,-0.3435,0.0494,0.899
6.459295,0.8034,-0.3719,0.0235,0.886
6.459629,0.7813,-0.4090,-0.0003,0.882
6.463224,0.7659,-0.4457,-0.0256,0.887
6.465133,0.7529,-0.4828,-0.0400,0.895
6.468867,0.7453,-0.5168,-0.0491,0.908
6.469457,0.7410,-0.5505,-0.0529,0.925
6.473382,0.7376,-0.5758,-0.0493,0.937
6.474941,0.7294,-0.6021,-0.0419,0.947
6.476477,0.7207,-0.6263,-0.0320,0.955
6.479760,0.7124,-0.6467,-0.0159,0.962
6.481534,0.7040,-0.6691,-0.0031,0.971
6.484885,0.6986,-0.6827,0.0018,0.977
6.486485,0.6981,-0.6928,0.0141,0.984
6.489650,0.6966,-0.7011,0.0220,0.989
6.491164,0.6928,-0.7064,0.0181,0.990
6.494214,0.6856,-0.7066,0.0005,0.984
6.497078,0.6749,-0.7056,-0.0157,0.977
6.498576,0.6610,-0.7014,-0.0377,0.964
6.500333,0.6494,-0.7020,-0.0583,0.958
6.505237,0.6325,-0.7006,-0.0809,0.947
6.505685,0.6214,-0.7012,-0.0951,0.942
6.509356,0.6083,-0.7017,-0.1040,0.934
6.509693,0.5947,-0.7077,-0.1069,0.931
6.513041,0.5820,-0.7135,-0.1050,0.927
6.520772,0.5762,-0.7222,-0.1001,0.929
6.521646,0.5718,-0.7256,-0.0957,0.929
6.521828,0.5674,-0.7315,-0.0996,0.931
6.521973,0.5621,-0.7373,-0.0991,0.932
6.525529,0.5635,-0.7417,-0.0996,0.937
6.526402,0.5670,-0.7460,-0.0976,0.942
6.529045,0.5762,-0.7548,-0.0946,0.954
6.531398,0.5854,-0.7640,-0.0866,0.966
6.536437,0.5991,-0.7712,-0.0781,0.980
6.536785,0.6572,-0.7617,-0.0457,1.007
6.539621,0.7703,-0.7351,0.0094,1.065
6.542390,0.7650,-0.7807,-0.0654,1.095
6.543205,0.7688,-0.8233,-0.1243,1.133
6.546609,0.7719,-0.8573,-0.2246,1.175
6.548598,0.7946,-0.8833,-0.2774,1.220
6.550540,0.8308,-0.9062,-0.2791,1.261
6.553894,0.8585,-0.9250,-0.2588,1.288
6.555368,0.8848,-0.9328,-0.2620,1.312
6.558905,0.9173,-0.9220,-0.2633,1.327
6.559884,0.9523,-0.9015,-0.2501,1.335
6.563304,0.9615,-0.8839,-0.2516,1.330
6.565188,0.9528,-0.8723,-0.2630,1.318
6.567033,0.9558,-0.8593,-0.2806,1.316
6.570577,0.9457,-0.8541,-0.3091,1.311
6.571969,0.9215,-0.8567,-0.3360,1.302
6.574597,0.9114,-0.8762,-0.3510,1.312
6.577322,0.9217,-0.9128,-0.3507,1.344
6.579735,0.9826,-0.9641,-0.3350,1.417
6.581258,1.0635,-0.9994,-0.3202,1.494
6.584799,1.1300,-1.0007,-0.2934,1.538
6.586044,1.1597,-0.9712,-0.2202,1.529
6.589254,1.1458,-0.9293,-0.1137,1.480
6.592012,1.0886,-0.8919,0.0102,1.407
6.593100,1.0021,-0.8617,0.1403,1.329
6.595787,0.9211,-0.8432,0.2559,1.275
6.598040,0.8636,-0.8419,0.3415,1.254
6.601509,0.8234,-0.8554,0.3936,1.251
6.603026,0.7893,-0.8840,0.4092,1.254
6.606024,0.7559,-0.9245,0.3966,1.258
6.608990,0.7202,-0.9661,0.3668,1.260
6.609711,0.6845,-1.0073,0.3156,1.258
6.612798,0.6591,-1.0372,0.2614,1.256
6.620725,0.6423,-1.0599,0.2186,1.258
6.621446,0.6211,-1.0721,0.1942,1.254
6.621698,0.5940,-1.0796,0.1755,1.245
6.622513,0.5595,-1.0807,0.1572,1.227
6.625080,0.5245,-1.0774,0.1458,1.207
6.626636,0.4910,-1.0653,0.1367,1.181
6.630148,0.4578,-1.0513,0.1340,1.154
6.631614,0.4261,-1.0386,0.1333,1.131
6.635236,0.3964,-1.0231,0.1418,1.106
6.636163,0.3686,-1.0104,0.1484,1.086
6.639927,0.3437,-0.9972,0.1550,1.066
6.642530,0.3261,-0.9875,0.1559,1.052
6.643159,0.3125,-0.9851,0.1548,1.045
6.646323,0.3027,-0.9808,0.1543,1.038
6.648523,0.2969,-0.9818,0.1492,1.037
6.650342,0.3018,-0.9837,0.1474,1.039
6.653892,0.3150,-0.9861,0.1455,1.045
6.655676,0.3326,-0.9876,0.1349,1.051
6.659701,0.3531,-0.9906,0.1126,1.058
6.660511,0.3747,-0.9888,0.0795,1.060
6.663546,0.3969,-0.9861,0.0367,1.064
6.664912,0.4209,-0.9765,-0.0052,1.063
6.668790,0.4445,-0.9713,-0.0451,1.069
6.669468,0.4627,-0.9646,-0.0743,1.072
6.673416,0.4769,-0.9574,-0.0919,1.074
6.674189,0.4852,-0.9486,-0.1002,1.070
6.677788,0.4945,-0.9428,-0.1094,1.070
6.680033,0.4999,-0.9370,-0.1104,1.068
6.681803,0.5076,-0.9355,-0.1124,1.070
6.684963,0.5095,-0.9350,-0.1036,1.070
6.686290,0.5129,-0.9364,-0.1016,1.073
6.689507,0.5183,-0.9491,-0.1015,1.086
6.692184,0.5281,-0.9637,-0.1018,1.104
6.693363,0.5393,-0.9801,-0.0973,1.123
6.696610,0.5480,-0.9933,-0.0908,1.138
6.697950,0.5548,-1.0063,-0.0740,1.152
6.701518,0.5644,-1.0188,-0.0451,1.166
6.702873,0.5798,-1.0333,-0.0235,1.185
6.706060,0.5894,-1.0405,0.0093,1.196
6.709594,0.5780,-1.0320,0.0472,1.184
6.709928,0.5549,-1.0148,0.0914,1.160
6.719166,0.5200,-0.9966,0.1355,1.132
6.719769,0.4759,-0.9814,0.1694,1.104
6.719940,0.4271,-0.9702,0.1890,1.077
6.720097,0.3730,-0.9639,0.2033,1.053
6.723487,0.3282,-0.9664,0.2016,1.040
6.724160,0.2835,-0.9753,0.1848,1.032
6.728072,0.2354,-0.9735,0.1690,1.016
6.729677,0.1678,-0.9552,0.1543,0.982
6.733024,0.1251,-0.9520,0.1174,0.967
6.734038,0.1172,-0.9717,0.0706,0.981
6.737294,0.1195,-0.9914,0.0112,0.999
6.738900,0.1080,-0.9920,-0.0123,0.998
6.741642,0.0645,-0.9546,-0.0015,0.957
6.743644,0.0714,-0.9497,-0.0128,0.953
6.746198,0.1055,-0.9575,-0.0208,0.964
6.748222,0.1293,-0.9628,-0.0172,0.972
6.751469,0.1232,-0.9388,0.0158,0.947
6.753191,0.1113,-0.9134,0.0610,0.922
6.756495,0.1600,-0.9288,0.0643,0.945
6.757722,0.2029,-0.9536,0.0598,0.977
6.760052,0.2248,-0.9696,0.0683,0.998
6.763039,0.2094,-0.9529,0.1066,0.981
6.764763,0.1981,-0.9416,0.1329,0.971
6.768961,0.2323,-0.9631,0.1176,0.998
6.769325,0.2657,-0.9933,0.0921,1.032
6.772936,0.2809,-1.0099,0.0796,1.051
6.774478,0.2924,-1.0147,0.0880,1.060
6.777751,0.3065,-1.0185,0.1003,1.068
6.779600,0.3177,-1.0175,0.1067,1.071
6.781331,0.3283,-1.0067,0.1228,1.066
6.785091,0.3287,-0.9925,0.1281,1.053
6.786141,0.3219,-0.9828,0.1231,1.041
6.789928,0.3151,-0.9775,0.1176,1.034
6.791193,0.3044,-0.9761,0.1093,1.028
6.794213,0.2870,-0.9742,0.0994,1.020
6.796264,0.2280,-0.9441,0.0984,0.976
6.799419,0.1870,-0.9343,0.0327,0.953
6.800268,0.1638,-0.9320,0.0038,0.946
6.804879,0.1380,-0.9442,-0.0016,0.954
6.805272,0.1158,-0.9551,-0.0364,0.963
6.808051,0.1375,-0.9883,-0.0546,0.999
6.811171,0.1794,-1.0213,-0.0541,1.038
6.818992,0.2177,-1.0343,-0.0192,1.057
6.819599,0.2378,-1.0234,0.0247,1.051
6.819777,0.2443,-1.0002,0.0667,1.032
6.819929,0.2299,-0.9767,0.1055,1.009
6.823290,0.2215,-0.9581,0.1345,0.993
6.824193,0.2224,-0.9517,0.1477,0.988
6.828142,0.2156,-0.9566,0.1389,0.990
6.830199,0.2129,-0.9703,0.1195,1.001
6.831871,0.2066,-0.9904,0.1005,1.017
6.835839,0.2035,-1.0101,0.0650,1.032
6.836155,0.1999,-1.0176,0.0089,1.037
6.840237,0.1911,-1.0176,0.0186,1.036
6.840798,0.1705,-1.0102,0.0453,1.025
6.843577,0.1499,-0.9984,0.0690,1.012
6.846473,0.1328,-0.9857,0.0781,0.998
6.852055,0.1244,-0.9755,0.0848,0.987
6.852372,0.1206,-0.9706,0.0828,0.982
6.853189,0.1182,-0.9687,0.0721,0.979
6.855811,0.1128,-0.9654,0.0657,0.974
6.858949,0.1099,-0.9663,0.0603,0.974
6.860001,0.1119,-0.9679,0.0496,0.976
6.863118,0.1145,-0.9694,0.0325,0.977
6.865086,0.1223,-0.9729,0.0189,0.981
6.869091,0.1356,-0.9734,0.0097,0.983
6.869482,0.1445,-0.9744,-0.0097,0.985
6.873647,0.1511,-0.9727,-0.0551,0.986
6.874420,0.1611,-0.9687,-0.0365,0.983
6.878845,0.1716,-0.9675,0.0050,0.983
6.879168,0.1797,-0.9679,0.0378,0.985
6.881991,0.1898,-0.9692,0.0696,0.990
6.883936,0.2086,-0.9710,0.0892,0.997
6.886847,0.2339,-0.9758,0.0879,1.007
6.888963,0.2555,-0.9787,0.0749,1.014
6.891567,0.2648,-0.9808,0.0652,1.018
6.894556,0.2697,-0.9823,0.0511,1.020
6.900218,0.2699,-0.9799,0.0310,1.017
6.900705,0.2685,-0.9766,0.0095,1.013
6.901258,0.2676,-0.9738,-0.0090,1.010
6.902736,0.2628,-0.9695,-0.0218,1.005
6.906055,0.2527,-0.9676,-0.0326,1.001
6.907584,0.2375,-0.9662,-0.0351,0.996
6.910489,0.2244,-0.9618,-0.0338,0.988
6.913067,0.2103,-0.9604,-0.0338,0.984
6.916026,0.1942,-0.9574,-0.0344,0.978
6.917420,0.1791,-0.9575,-0.0336,0.975
6.920406,0.1660,-0.9599,-0.0327,0.975
6.923317,0.1528,-0.9629,-0.0322,0.975
6.924390,0.1387,-0.9673,-0.0327,0.978
6.928326,0.1300,-0.9736,-0.0313,0.983
6.929985,0.1212,-0.9794,-0.0259,0.987
6.931412,0.1143,-0.9852,-0.0186,0.992
6.934967,0.1114,-0.9915,-0.0123,0.998
6.939875,0.1065,-0.9963,-0.0040,1.002
6.940169,0.1021,-1.0016,0.0063,1.007
6.941035,0.0981,-1.0032,0.0175,1.008
6.944153,0.0917,-1.0040,0.0371,1.009
6.945726,0.0857,-1.0049,0.0580,1.010
6.949158,0.0817,-1.0053,0.0779,1.012
6.952005,0.0777,-1.0062,0.0941,1.014
