time,gFx,gFy,gFz,TgF
7.820480,0.0538,-0.9919,0.0186,0.994
7.823312,0.0548,-0.9915,0.0137,0.993
7.824563,0.0529,-0.9915,0.0128,0.993
7.831743,0.0519,-0.9886,0.0132,0.990
7.832257,0.0514,-0.9895,0.0142,0.991
7.832901,0.0524,-0.9891,0.0172,0.991
7.834209,0.0514,-0.9886,0.0172,0.990
7.837308,0.0509,-0.9924,0.0167,0.994
7.839653,0.0485,-0.9939,0.0147,0.995
7.842597,0.0470,-0.9944,0.0142,0.996
7.844087,0.0446,-0.9964,0.0132,0.997
7.847428,0.0432,-0.9964,0.0142,0.997
7.848626,0.0411,-0.9944,0.0161,0.995
7.851716,0.0392,-0.9944,0.0186,0.995
7.853320,0.0353,-0.9939,0.0225,0.995
7.856839,0.0299,-0.9949,0.0268,0.996
7.857979,0.0270,-0.9968,0.0312,0.998
7.860606,0.0216,-0.9977,0.0341,0.999
7.864253,0.0147,-0.9992,0.0400,1.000
7.865346,0.0089,-1.0002,0.0429,1.001
7.868582,0.0049,-1.0007,0.0438,1.002
7.871076,0.0015,-1.0007,0.0458,1.002
7.873537,0.0005,-1.0007,0.0482,1.002
7.874683,-0.0004,-1.0007,0.0463,1.002
7.877813,0.0015,-1.0011,0.0477,1.002
7.879626,0.0054,-1.0021,0.0492,1.003
7.882073,0.0098,-1.0026,0.0517,1.004
7.884715,0.0142,-1.0036,0.0522,1.005
7.887360,0.0220,-1.0055,0.0566,1.007
7.889027,0.0283,-1.0050,0.0582,1.007
7.892461,0.0351,-1.0040,0.0596,1.006
7.894352,0.0410,-1.0064,0.0617,1.009
7.896092,0.0507,-1.0083,0.0568,1.011
7.900750,0.0566,-1.0060,0.0490,1.009
7.901205,0.0615,-1.0036,0.0408,1.006
7.904778,0.0654,-0.9996,0.0329,1.002
7.905807,0.0669,-0.9967,0.0266,0.999
7.909441,0.0703,-0.9944,0.0207,0.997
7.911203,0.0732,-0.9929,0.0192,0.996
7.913823,0.0747,-0.9909,0.0168,0.994
7.915143,0.0757,-0.9895,0.0197,0.993
7.920067,0.0757,-0.9885,0.0226,0.992
7.920610,0.0761,-0.9880,0.0261,0.991
7.922506,0.0742,-0.9875,0.0295,0.991
7.925771,0.0717,-0.9880,0.0328,0.991
7.932992,0.0703,-0.9865,0.0309,0.989
7.933765,0.0678,-0.9889,0.0289,0.992
7.933967,0.0640,-0.9885,0.0275,0.991
7.936041,0.0606,-0.9885,0.0231,0.991
7.936742,0.0582,-0.9890,0.0167,0.991
7.939175,0.0534,-0.9881,0.0137,0.990
7.942285,0.0485,-0.9900,0.0113,0.991
7.943680,0.0422,-0.9895,0.0117,0.991
7.946539,0.0368,-0.9910,0.0156,0.992
7.948606,0.0324,-0.9886,0.0170,0.989
7.951212,0.0284,-0.9891,0.0239,0.990
7.954241,0.0245,-0.9870,0.0306,0.988
7.955713,0.0211,-0.9861,0.0380,0.987
7.958998,0.0181,-0.9880,0.0453,0.989
7.960442,0.0161,-0.9880,0.0487,0.989
7.963891,0.0176,-0.9919,0.0472,0.993
7.965243,0.0190,-0.9953,0.0434,0.996
7.968278,0.0201,-0.9987,0.0400,1.000
7.970164,0.0211,-1.0002,0.0327,1.001
7.973320,0.0212,-0.9983,0.0288,0.999
7.974739,0.0207,-0.9963,0.0234,0.997
7.977258,0.0207,-0.9939,0.0219,0.994
7.979853,0.0212,-0.9930,0.0233,0.993
7.982180,0.0202,-0.9910,0.0258,0.992
7.984247,0.0191,-0.9919,0.0292,0.993
7.987371,0.0196,-0.9914,0.0316,0.992
7.989833,0.0216,-0.9934,0.0350,0.994
7.992277,0.0230,-0.9948,0.0390,0.996
7.993731,0.0245,-0.9953,0.0405,0.996
7.997096,0.0279,-0.9958,0.0420,0.997
7.998718,0.0308,-0.9963,0.0425,0.998
8.001025,0.0342,-0.9977,0.0425,0.999
8.004554,0.0386,-0.9991,0.0421,1.001
8.005693,0.0430,-1.0001,0.0407,1.002
8.009306,0.0483,-1.0016,0.0426,1.004
8.014430,0.0537,-1.0016,0.0451,1.004
8.014869,0.0585,-0.9996,0.0471,1.002
8.015501,0.0615,-1.0010,0.0480,1.004
8.020176,0.0643,-1.0000,0.0466,1.003
8.020399,0.0678,-0.9996,0.0491,1.003
8.023302,0.0722,-0.9986,0.0466,1.002
8.024707,0.0751,-0.9986,0.0481,1.003
8.027041,0.0770,-0.9991,0.0472,1.003
8.030588,0.0775,-0.9996,0.0443,1.004
8.032634,0.0800,-1.0010,0.0394,1.005
8.034162,0.0815,-0.9991,0.0335,1.003
8.036632,0.0820,-1.0001,0.0301,1.004
8.040151,0.0805,-0.9997,0.0266,1.003
8.041464,0.0805,-0.9982,0.0247,1.002
8.043886,0.0786,-0.9953,0.0242,0.999
8.046973,0.0786,-0.9963,0.0227,1.000
8.049031,0.0781,-0.9953,0.0232,0.999
8.051965,0.0761,-0.9933,0.0256,0.997
8.053230,0.0742,-0.9933,0.0251,0.996
8.056503,0.0742,-0.9933,0.0251,0.996
8.057928,0.0723,-0.9923,0.0241,0.995
8.060977,0.0713,-0.9963,0.0231,0.999
8.063898,0.0675,-0.9953,0.0173,0.998
8.065095,0.0670,-0.9939,0.0148,0.996
8.067554,0.0645,-0.9944,0.0134,0.997
8.070676,0.0626,-0.9939,0.0118,0.996
8.073493,0.0626,-0.9958,0.0090,0.998
8.074993,0.0587,-0.9958,0.0099,0.998
8.077335,0.0577,-0.9963,0.0104,0.998
8.080516,0.0577,-0.9963,0.0133,0.998
8.082122,0.0563,-0.9968,0.0148,0.999
8.085473,0.0543,-0.9963,0.0182,0.998
8.088084,0.0508,-0.9963,0.0215,0.998
8.089287,0.0484,-0.9987,0.0255,1.000
8.091454,0.0479,-1.0011,0.0309,1.003
8.093978,0.0460,-1.0011,0.0358,1.003
8.097159,0.0464,-1.0036,0.0426,1.006
8.098541,0.0474,-1.0060,0.0471,1.008
8.101525,0.0449,-1.0045,0.0529,1.007
8.104394,0.0444,-1.0060,0.0568,1.009
8.105773,0.0419,-1.0060,0.0568,1.008
8.109743,0.0396,-1.0065,0.0514,1.009
8.115307,0.0376,-1.0046,0.0465,1.006
8.115704,0.0386,-1.0055,0.0431,1.007
8.115816,0.0386,-1.0041,0.0377,1.006
8.118303,0.0411,-1.0027,0.0333,1.004
8.120534,0.0396,-1.0032,0.0328,1.004
8.123416,0.0416,-1.0011,0.0318,1.003
8.125986,0.0425,-0.9987,0.0308,1.000
8.127297,0.0425,-0.9967,0.0313,0.998
8.130733,0.0440,-0.9933,0.0313,0.995
8.132149,0.0460,-0.9953,0.0323,0.997
8.135382,0.0493,-0.9923,0.0338,0.994
8.136670,0.0552,-0.9943,0.0377,0.997
8.139941,0.0624,-0.9957,0.0392,0.998
8.142659,0.0693,-0.9981,0.0413,1.001
8.143856,0.0761,-0.9996,0.0438,1.003
8.147005,0.0809,-0.9996,0.0472,1.004
8.148933,0.0848,-1.0030,0.0507,1.008
8.151859,0.0872,-1.0014,0.0512,1.007
8.153360,0.0863,-1.0025,0.0502,1.007
8.157141,0.0863,-1.0014,0.0507,1.006
8.157892,0.0853,-1.0020,0.0482,1.007
8.160836,0.0843,-1.0015,0.0492,1.006
8.163784,0.0804,-1.0015,0.0482,1.006
8.165636,0.0780,-1.0015,0.0452,1.006
8.168264,0.0765,-0.9991,0.0394,1.003
8.170345,0.0727,-0.9986,0.0335,1.002
8.173247,0.0703,-0.9977,0.0266,1.001
8.175823,0.0674,-0.9972,0.0231,1.000
8.177710,0.0654,-0.9977,0.0236,1.000
8.180196,0.0640,-0.9953,0.0241,0.998
8.182343,0.0640,-0.9953,0.0222,0.998
8.184830,0.0625,-0.9953,0.0241,0.998
8.188934,0.0625,-0.9948,0.0245,0.997
8.189239,0.0654,-0.9972,0.0266,1.000
8.192801,0.0664,-0.9972,0.0275,1.000
8.194567,0.0693,-0.9982,0.0270,1.001
8.196377,0.0703,-1.0002,0.0271,1.003
8.199640,0.0723,-1.0031,0.0261,1.006
8.201172,0.0698,-1.0036,0.0266,1.006
8.205419,0.0674,-1.0026,0.0290,1.005
8.205791,0.0635,-1.0036,0.0324,1.006
8.209406,0.0586,-1.0021,0.0353,1.004
8.211057,0.0527,-1.0026,0.0407,1.005
8.214350,0.0488,-1.0016,0.0450,1.004
8.215455,0.0468,-1.0011,0.0480,1.003
8.218032,0.0449,-0.9996,0.0514,1.002
8.220294,0.0449,-1.0000,0.0538,1.002
8.223664,0.0449,-1.0015,0.0524,1.004
8.225074,0.0458,-1.0035,0.0514,1.006
8.231826,0.0454,-1.0045,0.0470,1.007
8.232343,0.0464,-1.0036,0.0450,1.006
8.232467,0.0479,-1.0036,0.0407,1.006
8.235754,0.0483,-1.0026,0.0416,1.005
8.237027,0.0469,-1.0031,0.0392,1.005
8.239894,0.0460,-1.0011,0.0358,1.003
8.241397,0.0435,-1.0007,0.0342,1.002
8.243869,0.0440,-1.0011,0.0338,1.003
8.246951,0.0430,-0.9992,0.0342,1.001
8.248543,0.0411,-0.9987,0.0333,1.000
8.251745,0.0425,-1.0002,0.0352,1.002
8.254988,0.0435,-0.9972,0.0372,0.999
8.255778,0.0439,-1.0006,0.0387,1.002
8.259263,0.0459,-0.9986,0.0411,1.001
8.261097,0.0478,-0.9981,0.0450,1.000
8.264257,0.0502,-0.9991,0.0465,1.001
8.266420,0.0556,-1.0020,0.0456,1.005
8.267696,0.0590,-1.0015,0.0466,1.004
8.271409,0.0629,-1.0010,0.0466,1.004
8.272890,0.0678,-1.0025,0.0476,1.006
8.275041,0.0682,-1.0030,0.0457,1.006
8.277235,0.0736,-1.0035,0.0438,1.007
8.280400,0.0756,-1.0015,0.0423,1.005
8.282336,0.0756,-1.0010,0.0408,1.005
8.284427,0.0785,-1.0006,0.0384,1.004
8.288349,0.0800,-0.9986,0.0360,1.002
8.289366,0.0805,-0.9986,0.0339,1.002
8.292748,0.0795,-0.9977,0.0320,1.001
8.294342,0.0781,-0.9962,0.0320,1.000
8.297535,0.0722,-0.9986,0.0310,1.002
8.298709,0.0654,-1.0002,0.0261,1.003
8.301248,0.0601,-0.9992,0.0212,1.001
8.304056,0.0529,-1.0036,0.0187,1.005
8.305826,0.0450,-1.0007,0.0176,1.002
8.309138,0.0397,-0.9992,0.0176,1.000
8.310905,0.0343,-0.9978,0.0215,0.999
8.313963,0.0289,-0.9958,0.0263,0.997
8.316767,0.0284,-0.9948,0.0327,0.996
8.317803,0.0308,-0.9953,0.0396,0.997
8.321751,0.0332,-0.9947,0.0469,0.996
8.322504,0.0375,-0.9981,0.0523,1.000
8.326112,0.0419,-1.0005,0.0562,1.003
8.332455,0.0458,-1.0010,0.0568,1.004
8.338090,0.0516,-1.0025,0.0563,1.005
8.338216,0.0551,-1.0030,0.0568,1.006
8.338307,0.0599,-1.0025,0.0554,1.006
8.338385,0.0638,-1.0020,0.0540,1.005
8.339088,0.0663,-1.0020,0.0486,1.005
8.342348,0.0687,-0.9967,0.0447,1.000
8.343893,0.0702,-0.9938,0.0427,0.997
8.347240,0.0712,-0.9913,0.0403,0.995
8.349481,0.0722,-0.9889,0.0353,0.992
8.351313,0.0727,-0.9875,0.0314,0.991
8.354677,0.0717,-0.9855,0.0309,0.989
8.356053,0.0717,-0.9851,0.0265,0.988
8.359501,0.0742,-0.9861,0.0222,0.989
8.361248,0.0747,-0.9831,0.0192,0.986
8.364462,0.0757,-0.9846,0.0168,0.988
8.365927,0.0747,-0.9856,0.0153,0.989
8.367880,0.0718,-0.9861,0.0143,0.989
8.371559,0.0699,-0.9885,0.0139,0.991
8.373031,0.0655,-0.9891,0.0123,0.991
8.376000,0.0597,-0.9910,0.0099,0.993
8.377837,0.0543,-0.9910,0.0070,0.993
8.380520,0.0480,-0.9910,0.0079,0.992
8.382194,0.0441,-0.9895,0.0122,0.991
8.384950,0.0402,-0.9905,0.0146,0.991
8.387121,0.0387,-0.9925,0.0181,0.993
8.390626,0.0392,-0.9944,0.0225,0.995
8.391568,0.0421,-0.9958,0.0273,0.997
8.395093,0.0459,-0.9958,0.0352,0.997
8.396635,0.0503,-0.9981,0.0382,1.000
8.401261,0.0546,-1.0001,0.0417,1.002
8.401714,0.0600,-1.0020,0.0451,1.005
8.404819,0.0643,-1.0035,0.0476,1.007
8.406118,0.0682,-1.0045,0.0486,1.008
8.409225,0.0726,-1.0065,0.0462,1.010
8.416718,0.0741,-1.0069,0.0452,1.011
8.417308,0.0732,-1.0069,0.0418,1.010
8.417493,0.0746,-1.0050,0.0428,1.009
8.419729,0.0727,-1.0040,0.0418,1.008
8.420816,0.0726,-1.0020,0.0443,1.006
8.423069,0.0736,-0.9996,0.0442,1.003
8.425738,0.0751,-0.9976,0.0447,1.001
8.427703,0.0751,-0.9972,0.0422,1.001
8.430540,0.0746,-0.9957,0.0393,0.999
8.432732,0.0717,-0.9957,0.0339,0.999
8.434515,0.0712,-0.9953,0.0290,0.998
8.437852,0.0679,-0.9958,0.0261,0.998
8.439304,0.0635,-0.9928,0.0245,0.995
8.442902,0.0601,-0.9939,0.0211,0.996
8.444629,0.0567,-0.9905,0.0220,0.992
8.446304,0.0538,-0.9895,0.0211,0.991
8.450055,0.0504,-0.9909,0.0220,0.992
8.451356,0.0474,-0.9914,0.0250,0.993
8.455271,0.0455,-0.9909,0.0293,0.992
8.456024,0.0450,-0.9909,0.0317,0.992
8.459465,0.0450,-0.9938,0.0332,0.995
8.461548,0.0435,-0.9919,0.0347,0.993
8.463140,0.0444,-0.9928,0.0372,0.995
8.466690,0.0454,-0.9928,0.0396,0.995
8.467908,0.0474,-0.9943,0.0402,0.996
8.472426,0.0503,-0.9942,0.0411,0.996
8.472826,0.0518,-0.9957,0.0402,0.998
8.476181,0.0542,-0.9962,0.0387,0.998
8.478108,0.0547,-0.9962,0.0397,0.998
8.482504,0.0541,-0.9957,0.0407,0.998
8.482938,0.0547,-0.9981,0.0407,1.000
8.484855,0.0542,-0.9981,0.0407,1.000
8.487310,0.0518,-0.9981,0.0397,1.000
8.489935,0.0493,-1.0001,0.0407,1.002
8.492710,0.0459,-0.9991,0.0397,1.001
8.494715,0.0449,-0.9977,0.0377,0.999
8.498497,0.0410,-0.9972,0.0391,0.999
8.499371,0.0415,-0.9967,0.0396,0.998
8.502140,0.0391,-0.9953,0.0401,0.997
8.503534,0.0396,-0.9948,0.0401,0.996
8.506712,0.0386,-0.9963,0.0396,0.998
8.509199,0.0391,-0.9958,0.0396,0.997
8.510747,0.0391,-0.9963,0.0401,0.998
8.513823,0.0410,-0.9967,0.0416,0.998
8.516208,0.0430,-0.9986,0.0431,1.000
8.518857,0.0464,-1.0001,0.0446,1.002
8.520408,0.0479,-1.0001,0.0450,1.002
8.524046,0.0523,-1.0016,0.0436,1.004
8.539005,0.0537,-1.0011,0.0422,1.003
8.539698,0.0562,-1.0026,0.0402,1.005
8.540012,0.0576,-1.0031,0.0397,1.006
8.540288,0.0601,-1.0041,0.0388,1.007
8.540408,0.0620,-1.0046,0.0388,1.007
8.540498,0.0624,-1.0041,0.0408,1.007
8.540586,0.0620,-1.0040,0.0418,1.007
8.543511,0.0624,-1.0040,0.0442,1.007
8.544457,0.0605,-1.0021,0.0427,1.005
8.547548,0.0605,-1.0040,0.0427,1.007
8.548945,0.0595,-1.0040,0.0432,1.007
8.552183,0.0600,-1.0050,0.0418,1.008
8.554657,0.0610,-1.0040,0.0427,1.007
8.557271,0.0605,-1.0045,0.0432,1.007
8.559068,0.0639,-1.0045,0.0437,1.007
8.562492,0.0654,-1.0055,0.0413,1.008
8.563294,0.0654,-1.0046,0.0374,1.007
8.566606,0.0669,-1.0075,0.0360,1.010
8.568367,0.0659,-1.0055,0.0310,1.008
8.571108,0.0654,-1.0065,0.0281,1.009
8.572904,0.0630,-1.0036,0.0270,1.006
8.575666,0.0625,-1.0007,0.0290,1.003
8.578080,0.0581,-0.9992,0.0304,1.001
8.579690,0.0576,-0.9982,0.0289,1.000
8.582873,0.0571,-0.9958,0.0314,0.998
8.584780,0.0557,-0.9963,0.0343,0.998
8.587802,0.0562,-0.9963,0.0333,0.998
8.590644,0.0566,-0.9967,0.0309,0.999
8.592359,0.0552,-0.9972,0.0294,0.999
8.593969,0.0533,-0.9977,0.0294,1.000
8.597449,0.0537,-0.9977,0.0319,1.000
8.599619,0.0532,-0.9967,0.0333,0.999
8.602520,0.0542,-0.9943,0.0328,0.996
8.603568,0.0571,-0.9958,0.0338,0.998
8.606865,0.0571,-0.9938,0.0324,0.996
8.614369,0.0586,-0.9938,0.0333,0.996
8.614836,0.0639,-0.9953,0.0338,0.998
8.614993,0.0654,-0.9938,0.0314,0.996
8.617696,0.0674,-0.9943,0.0295,0.997
8.618117,0.0659,-0.9938,0.0294,0.996
8.620740,0.0645,-0.9953,0.0284,0.998
8.623761,0.0615,-0.9928,0.0275,0.995
8.625399,0.0586,-0.9938,0.0260,0.996
8.628844,0.0576,-0.9924,0.0260,0.994
8.630221,0.0548,-0.9923,0.0274,0.994
8.633948,0.0547,-0.9923,0.0294,0.994
8.634711,0.0537,-0.9909,0.0289,0.993
8.637753,0.0552,-0.9923,0.0318,0.994
8.639697,0.0581,-0.9943,0.0328,0.997
8.642515,0.0606,-0.9958,0.0328,0.998
8.644700,0.0601,-0.9958,0.0353,0.998
8.647882,0.0615,-0.9981,0.0338,1.001
8.649707,0.0610,-0.9996,0.0339,1.002
8.652084,0.0606,-1.0006,0.0353,1.003
8.654050,0.0581,-1.0011,0.0388,1.004
8.657091,0.0552,-1.0011,0.0402,1.003
8.658887,0.0532,-1.0026,0.0436,1.005
8.662438,0.0522,-1.0015,0.0476,1.004
8.663305,0.0497,-1.0025,0.0490,1.005
8.666509,0.0493,-1.0040,0.0515,1.007
8.668066,0.0478,-1.0020,0.0553,1.005
8.671595,0.0488,-1.0030,0.0553,1.006
8.672926,0.0492,-0.9996,0.0592,1.003
8.675960,0.0502,-1.0020,0.0597,1.005
8.677407,0.0516,-1.0039,0.0612,1.007
8.680795,0.0526,-1.0005,0.0626,1.004
8.682361,0.0512,-1.0000,0.0607,1.003
8.685740,0.0531,-0.9996,0.0587,1.003
8.687232,0.0531,-0.9961,0.0558,0.999
8.690386,0.0537,-0.9961,0.0519,0.999
8.692477,0.0551,-0.9962,0.0494,0.999
8.694250,0.0537,-0.9947,0.0436,0.997
8.697980,0.0527,-0.9933,0.0407,0.996
8.698965,0.0523,-0.9928,0.0372,0.995
8.702238,0.0513,-0.9919,0.0352,0.994
8.703953,0.0503,-0.9909,0.0328,0.993
8.707154,0.0499,-0.9909,0.0298,0.993
8.709001,0.0499,-0.9895,0.0269,0.991
8.710859,0.0523,-0.9890,0.0298,0.991
8.714165,0.0543,-0.9900,0.0274,0.992
8.717371,0.0557,-0.9905,0.0289,0.992
8.718280,0.0562,-0.9900,0.0289,0.992
8.721022,0.0557,-0.9899,0.0308,0.992
8.724571,0.0557,-0.9914,0.0308,0.993
8.733123,0.0552,-0.9900,0.0303,0.992
8.733749,0.0566,-0.9895,0.0279,0.991
8.734003,0.0548,-0.9900,0.0250,0.992
8.734183,0.0538,-0.9895,0.0235,0.991
8.735561,0.0562,-0.9890,0.0230,0.991
8.738649,0.0548,-0.9895,0.0230,0.991
8.739647,0.0572,-0.9919,0.0221,0.994
8.743466,0.0611,-0.9924,0.0221,0.995
8.744853,0.0611,-0.9934,0.0245,0.996
8.748073,0.0625,-0.9923,0.0284,0.995
8.749737,0.0625,-0.9909,0.0314,0.993
8.752264,0.0630,-0.9914,0.0328,0.994
8.753828,0.0629,-0.9914,0.0353,0.994
8.757936,0.0634,-0.9914,0.0353,0.994
8.759986,0.0629,-0.9914,0.0358,0.994
8.761532,0.0640,-0.9948,0.0319,0.997
8.764488,0.0645,-0.9938,0.0309,0.996
8.766611,0.0645,-0.9953,0.0294,0.998
8.769708,0.0679,-0.9948,0.0275,0.997
8.771038,0.0684,-0.9987,0.0295,1.001
8.773014,0.0708,-1.0006,0.0305,1.004
8.776206,0.0708,-1.0006,0.0315,1.004
8.778165,0.0688,-1.0001,0.0359,1.003
8.780256,0.0659,-1.0011,0.0398,1.004
8.783950,0.0624,-1.0001,0.0422,1.003
8.784745,0.0585,-1.0001,0.0461,1.003
8.787323,0.0541,-1.0001,0.0476,1.003
8.791463,0.0512,-1.0010,0.0504,1.004
8.793557,0.0493,-1.0010,0.0514,1.004
8.794210,0.0473,-1.0040,0.0504,1.006
8.798039,0.0439,-1.0065,0.0475,1.009
8.799061,0.0415,-1.0074,0.0475,1.009
8.802727,0.0386,-1.0084,0.0465,1.010
8.804075,0.0342,-1.0074,0.0485,1.009
8.807577,0.0323,-1.0070,0.0484,1.009
8.809645,0.0317,-1.0046,0.0499,1.006
8.811570,0.0298,-1.0040,0.0543,1.006
8.814755,0.0313,-1.0050,0.0582,1.007
8.817416,0.0317,-1.0045,0.0577,1.007
8.818341,0.0346,-1.0055,0.0587,1.008
8.822442,0.0385,-1.0065,0.0587,1.009
8.823056,0.0400,-1.0065,0.0568,1.009
8.831980,0.0414,-1.0065,0.0558,1.009
8.832548,0.0410,-1.0045,0.0543,1.007
8.832700,0.0439,-1.0040,0.0519,1.006
8.832850,0.0439,-1.0015,0.0514,1.004
8.835604,0.0468,-1.0015,0.0494,1.004
8.838446,0.0493,-1.0015,0.0499,1.004
8.839850,0.0507,-0.9996,0.0494,1.002
8.842850,0.0517,-1.0006,0.0480,1.003
8.846239,0.0537,-0.9996,0.0466,1.002
8.846597,0.0551,-1.0001,0.0432,1.003
8.850233,0.0562,-0.9967,0.0397,0.999
8.852854,0.0557,-0.9991,0.0373,1.001
8.854036,0.0562,-0.9972,0.0338,0.999
8.857334,0.0537,-0.9948,0.0308,0.997
8.859691,0.0548,-0.9958,0.0275,0.998
8.863119,0.0543,-0.9958,0.0275,0.998
8.863472,0.0543,-0.9949,0.0250,0.997
8.866930,0.0557,-0.9929,0.0221,0.995
8.868145,0.0577,-0.9929,0.0226,0.995
8.871346,0.0577,-0.9934,0.0197,0.995
8.873137,0.0577,-0.9914,0.0157,0.993
8.876463,0.0577,-0.9920,0.0133,0.994
8.878005,0.0582,-0.9914,0.0138,0.993
8.880800,0.0577,-0.9895,0.0143,0.991
8.882874,0.0591,-0.9900,0.0128,0.992
8.885982,0.0602,-0.9920,0.0109,0.994
8.887240,0.0612,-0.9920,0.0104,0.994
8.891187,0.0602,-0.9925,0.0114,0.994
8.893158,0.0602,-0.9910,0.0118,0.993
8.894182,0.0611,-0.9910,0.0118,0.993
8.898062,0.0607,-0.9920,0.0099,0.994
8.900396,0.0582,-0.9905,0.0079,0.992
8.902341,0.0587,-0.9925,0.0084,0.994
8.904004,0.0587,-0.9925,0.0094,0.994
8.907356,0.0582,-0.9939,0.0128,0.996
8.909396,0.0626,-0.9949,0.0139,0.997
8.911061,0.0640,-0.9944,0.0158,0.997
8.914533,0.0635,-0.9958,0.0173,0.998
8.915761,0.0650,-0.9949,0.0202,0.997
8.918975,0.0626,-0.9953,0.0231,0.998
8.920644,0.0625,-0.9967,0.0241,0.999
8.924178,0.0625,-0.9958,0.0255,0.998
8.933415,0.0620,-0.9982,0.0275,1.001
8.934033,0.0606,-0.9958,0.0319,0.998
8.934222,0.0601,-0.9977,0.0353,1.000
8.934489,0.0600,-1.0001,0.0383,1.003
8.935088,0.0576,-1.0026,0.0392,1.005
8.938453,0.0615,-1.0021,0.0393,1.005
8.939596,0.0595,-1.0031,0.0408,1.006
8.942312,0.0590,-1.0045,0.0432,1.007
8.945698,0.0561,-1.0055,0.0441,1.008
8.946905,0.0537,-1.0050,0.0471,1.008
8.950441,0.0522,-1.0060,0.0485,1.008
8.952099,0.0483,-1.0035,0.0494,1.006
8.955002,0.0497,-1.0030,0.0495,1.005
8.956264,0.0473,-1.0010,0.0494,1.003
8.958974,0.0458,-1.0020,0.0514,1.004
8.963068,0.0488,-1.0000,0.0529,1.003
8.963428,0.0507,-1.0010,0.0524,1.004
8.966543,0.0532,-1.0005,0.0529,1.003
8.968211,0.0546,-1.0015,0.0544,1.004
8.971304,0.0560,-1.0010,0.0578,1.004
8.974031,0.0594,-0.9990,0.0627,1.003
8.976059,0.0609,-0.9990,0.0637,1.003
8.977877,0.0633,-0.9980,0.0642,1.002
8.981438,0.0638,-0.9971,0.0642,1.001
8.982539,0.0657,-1.0000,0.0632,1.004
8.986276,0.0657,-1.0000,0.0612,1.004
8.987272,0.0672,-1.0000,0.0598,1.004
8.990620,0.0653,-1.0010,0.0593,1.005
8.992930,0.0628,-1.0005,0.0593,1.004
8.996398,0.0580,-0.9991,0.0573,1.002
8.996845,0.0541,-0.9966,0.0529,0.999
9.000657,0.0541,-0.9947,0.0514,0.997
9.001603,0.0526,-0.9923,0.0509,0.995
9.006163,0.0532,-0.9918,0.0494,0.994
9.006637,0.0536,-0.9884,0.0479,0.991
9.018005,0.0546,-0.9898,0.0490,0.993
9.018737,0.0561,-0.9894,0.0460,0.992
9.019096,0.0595,-0.9903,0.0436,0.993
9.019319,0.0595,-0.9914,0.0372,0.994
9.019552,0.0615,-0.9928,0.0353,0.995
9.021539,0.0601,-0.9933,0.0338,0.996
9.023147,0.0610,-0.9919,0.0358,0.994
9.026586,0.0585,-0.9914,0.0367,0.994
9.028434,0.0571,-0.9923,0.0416,0.995
9.032152,0.0576,-0.9913,0.0436,0.994
9.032823,0.0551,-0.9898,0.0441,0.992
9.035543,0.0541,-0.9913,0.0450,0.994
9.037351,0.0512,-0.9933,0.0450,0.996
9.041557,0.0493,-0.9919,0.0407,0.994
9.043035,0.0483,-0.9933,0.0397,0.995
9.044948,0.0444,-0.9928,0.0377,0.995
9.047461,0.0425,-0.9938,0.0391,0.995
9.054154,0.0410,-0.9958,0.0386,0.997
9.054595,0.0376,-0.9943,0.0391,0.996
9.054746,0.0371,-0.9948,0.0416,0.996
9.057493,0.0347,-0.9938,0.0454,0.995
9.062508,0.0322,-0.9938,0.0459,0.995
9.062708,0.0303,-0.9957,0.0483,0.997
9.064056,0.0308,-0.9972,0.0488,0.999
9.065852,0.0283,-0.9977,0.0469,0.999
9.069185,0.0298,-0.9986,0.0464,1.000
9.070583,0.0317,-1.0001,0.0465,1.002
9.073798,0.0356,-0.9991,0.0479,1.001
9.075400,0.0376,-0.9991,0.0504,1.001
9.078684,0.0410,-0.9986,0.0552,1.001
9.081260,0.0429,-0.9971,0.0572,1.000
9.082302,0.0439,-0.9991,0.0582,1.002
9.085608,0.0458,-0.9986,0.0592,1.001
9.087138,0.0463,-0.9961,0.0591,0.999
9.090227,0.0472,-0.9981,0.0607,1.001
9.091991,0.0487,-0.9991,0.0573,1.002
9.095169,0.0521,-1.0000,0.0543,1.003
9.096598,0.0527,-0.9981,0.0509,1.001
9.099194,0.0532,-0.9996,0.0466,1.002
9.102941,0.0566,-0.9986,0.0432,1.001
9.103758,0.0590,-0.9977,0.0441,1.000
9.107328,0.0624,-0.9986,0.0402,1.001
9.115584,0.0624,-0.9967,0.0373,0.999
9.116094,0.0664,-0.9967,0.0353,1.000
9.116264,0.0664,-0.9958,0.0324,0.999
9.116432,0.0689,-0.9963,0.0300,0.999
9.118901,0.0698,-0.9967,0.0280,1.000
9.120502,0.0689,-0.9977,0.0261,1.000
9.123122,0.0689,-0.9977,0.0256,1.000
9.125629,0.0669,-0.9963,0.0256,0.999
9.128666,0.0640,-0.9987,0.0246,1.001
9.130175,0.0621,-0.9977,0.0236,1.000
9.132889,0.0591,-0.9977,0.0250,1.000
9.135456,0.0548,-0.9973,0.0226,0.999
9.138218,0.0513,-0.9983,0.0226,1.000
9.139750,0.0470,-1.0011,0.0241,1.003
9.141926,0.0474,-1.0002,0.0259,1.002
9.145243,0.0465,-1.0002,0.0274,1.002
9.147054,0.0440,-0.9997,0.0289,1.001
9.150061,0.0430,-1.0011,0.0313,1.003
